,tokens,ner_tags
850,"['Kompetisi', 'bertujuan', 'mengasah', 'kemampuan', 'siswa', 'dalam', 'bidang', 'akuntansi', 'sekaligus', 'meningkatkan', 'pemahaman', 'tentang', 'peran', 'akuntansi', 'dalam', 'industri', 'kreatif', 'dan', 'pembangunan', 'berkelanjutan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
717,"['Pemotongan', 'pajak', 'dan', 'insentif', 'FDI']","[0, 0, 0, 0, 0]"
2659,"['Indonesia', 'Best', 'Insurance', 'Awards', '2024', 'diselenggarakan', 'oleh', 'Warta', 'Ekonomi', 'dengan', 'tujuan', 'untuk', 'mendorong', 'industri', 'asuransi', 'agar', 'terus', 'berinovasi', 'dan', 'memberikan', 'layanan', 'yang', 'lebih', 'baik', 'serta', 'mudah', 'dijangkau', 'oleh', 'masyarakat', 'luas']","[18, 9, 9, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
264,"['Pemerintah', 'yang', 'dipimpin', 'Presiden', 'Prabowo', 'ingin', 'sektor', 'ini', 'menjadi', 'mesin', 'pertumbuhan', 'baru', 'ekonomi', 'nasional', 'ujar', 'Teuku', 'Riefky', 'Harsya', 'dikutip', 'dari', 'keterangan', 'pers', 'Rabu', '13/11/2024']","[11, 0, 0, 0, 6, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 17]"
75,"['KISI', 'Asset', 'Management', 'Luncurkan', 'Reksadana', 'Syariah', 'yang', 'Fokus', 'ke', 'AI', 'dan', 'Kendaraan', 'Listrik']","[0, 0, 0, 0, 13, 23, 0, 0, 0, 1, 0, 1, 19]"
395,"['Kami', 'optimistis', 'Indonesia', 'mampu', 'menghadapi', 'tantangan', 'global', 'dengan', 'baik', 'dan', 'melanjutkan', 'tren', 'pertumbuhan', 'positif', 'yang', 'mendukung', 'pembangunan', 'jangka', 'panjang', 'pungkas', 'nya']","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0]"
2380,"['Namun', 'inflasi', 'juga', 'bisa', 'tinggi', 'lagi']","[0, 12, 0, 0, 0, 0]"
2224,"['Buah-buahan', 'yang', 'dibuang', 'di', 'tempat', 'pembuangan', 'akhir', 'TPA', 'menghasilkan', 'gas', 'metana', 'yang', '25', 'kali', 'lebih', 'berpotensi', 'mempercepat', 'pemanasan', 'global', 'dibanding', 'karbon', 'dioksida']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 19]"
2620,"['Kelompok', 'saya', 'berjumlah', '21', 'orang', 'semuanya', 'bergerak', 'di', 'usaha', 'kuliner', 'dan', 'berdagang', 'ungkap', 'Santi']","[0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
396,"['Bisnis', 'E-commerce', 'Indonesia', '2024', 'Tembus', 'Rp', '1.026', 'Triliun', 'Didorong', 'Tren', 'Live', 'Shopping']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
1365,"['Sebelum', 'puncak', 'acara', 'ISEF', '2024', 'diawali', 'dengan', 'rangkaian', 'Road', 'to', 'ISEF', 'berupa', 'Festival', 'Ekonomi', 'Keuangan', 'Syariah', 'di', 'tiga', 'wilayah', 'yakni', 'Kepulauan', 'Riau', 'mewakili', 'Sumatera', 'Sulawesi', 'Tenggara', 'mewakili', 'kawasan', 'timur', 'Indonesia', 'dan', 'Jawa', 'Timur', 'mewakili', 'wilayah', 'Jawa']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2338,"['Seperti', 'diketahui', 'Pilkada', 'Salatiga', 'diikuti', 'tiga', 'pasangan', 'calon']","[0, 0, 18, 9, 0, 14, 0, 0]"
1903,"['Kerajaan', 'Palembang', 'didirikan', 'oleh', 'keturunan', 'raja', 'Demak', 'pada', 'abad', 'ke-16']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
595,"['Kebijakan', 'moneter', 'menjadi', 'tindakan', 'yang', 'dilakukan', 'oleh', 'pemerintah', 'melalui', 'Bank', 'Sentral', 'sebagai', 'otoritas', 'moneter', 'untuk', 'memengaruhi', 'perekonomian', 'dengan', 'menentukan', 'jumlah', 'uang', 'yang', 'beredar']","[0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2109,"['Tampak', 'pula', 'Ketua', 'Umum', 'Kadin', 'Indonesia', 'Anindya', 'Bakrie', 'Ketua', 'Dewan', 'Pertimbangan', 'Kadin', 'Indonesia', 'Arsjad', 'Rasjid', 'dan', 'Ketua', 'Dewan', 'Penasihat', 'Kadin', 'Indonesia', 'Hashim', 'Djojohadikusumo', 'yang', 'turut', 'hadir']","[0, 0, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1296,"['Dan', 'secara', 'ekonomi', 'kontribusi', 'konsumsi', 'rumah', 'tangga', 'terhadap', 'pertumbuhan', 'juga', 'akan', 'menurun']","[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]"
1821,"['Mengingat', 'investasi', 'begitu', 'penting', 'bagi', 'pertumbuhan', 'bisnis', 'startup', 'pun', 'harus', 'mempersiapkan', 'diri', 'agar', 'menarik', 'bagi', 'investor']","[0, 13, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
872,"['Dalam', 'jangka', 'pendek', 'dollar', 'AS', 'kemungkinan', 'akan', 'menguat', 'sebagai', 'dampak', 'dari', 'kebijakan', 'perdagangan', 'moneter', 'fiskal', 'dan', 'sentimen', 'risiko', 'investor']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2721,"['Aliran', 'modal', 'asing', 'keluar', 'terdiri', 'dari', 'jual', 'neto', 'Surat', 'Berharga', 'Negara', 'SBN', 'sebesar', 'Rp', '4,66', 'triliun']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 0, 0, 0, 0, 0]"
2326,"['Akan', 'tetapi', 'dibandingkan', 'kuartal', 'sebelumnya', 'kontribusi', 'konsumsi', 'rumah', 'tangga', 'periode', 'ini', 'turun', 'di', 'mana', 'kontribusi', 'konsumsi', 'rumah', 'tangga', 'pada', 'kuartal', 'II', '2024', 'mencapai', '54,53', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 22]"
1548,"['Kalau', 'memang', 'awan', 'kelabu', 'nya', 'dari', 'uncertainty', 'policy', 'lagi', 'sudah', 'mulai', 'hilang', 'arus', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,"['Dengan', 'diterbitkan', 'nya', 'PP', 'Nomor', '47', 'Tahun', '2024', 'menunjukkan', 'bahwa', 'negara', 'hadir', 'untuk', 'UMKM']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2362,"['Terpisah', 'ekonom', 'senior', 'Institute', 'for', 'Development', 'of', 'Economics', 'and', 'Finance', 'Indef', 'Dradjad', 'Hari', 'Wibowo', 'lebih', 'khawatir', 'dengan', 'imbas', 'kebijakan', 'tarif', 'yang', 'akan', 'diterapkan', 'Trump', 'terutama', 'untuk', 'produk', 'dari', 'China']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2143,"['Apakah', 'cita-cita', 'ini', 'hanya', 'menjadi', 'sebatas', 'ilusi', 'atau', 'Prabowo', 'akan', 'berhasil', 'membuktikan', 'diri', 'nya', 'sebagai', 'pemimpin', 'yang', 'mampu', 'mewujudkan', 'mimpi', 'ekonomi', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2388,"['Sebagai', 'informasi', 'Badan', 'Pusat', 'Statistik', 'BPS', 'mencatat', 'konsumsi', 'rumah', 'tangga', 'pada', 'Kuartal', 'III', '2024', 'tumbuh', 'melambat', 'dari', '4,93', '%', 'pada', 'Kuartal', 'II', 'menjadi', '4,91', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
977,"['Pertemuan', 'Bilateral', 'Indonesia-Hongkong', 'Mendag', 'Budi', 'Dorong', 'Perdagangan', 'dan', 'Investasi', 'Berorientasi', 'Ekspor']","[0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 11]"
1571,"['Himelda', 'menyebutkan', 'bahwa', 'literasi', 'digital', 'dan', 'keamanan', 'transaksi', 'menjadi', 'tantangan', 'utama']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1122,"['Ini', 'penting', 'sekali', 'Bapak', 'Ibu', 'karena', 'Pak', 'Presiden', 'Prabowo', 'menekankan', 'untuk', 'masalah', 'pencegahan', 'korupsi', 'dan', 'juga', 'menutup', 'kebocoran-kebocoran']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2239,"['Neraca', 'Pembayaran', 'Indonesia', 'Surplus', 'Tanda', 'Stabilitas', 'Ketahanan', 'Eksternal', 'Terjaga']","[0, 0, 3, 12, 16, 0, 0, 0, 0]"
1892,"['Mereka', 'terus', 'percaya', 'dengan', 'Indonesia', 'dengan', 'ekonomi', 'Indonesia']","[0, 0, 0, 0, 3, 0, 0, 0]"
675,"['Kepala', 'BSN', 'Kukuh', 'S']","[0, 0, 0, 0]"
728,"['Memang', 'AS', 'adalah', 'investor', 'potensial', 'di', 'Indonesia']","[0, 3, 0, 0, 0, 0, 3]"
412,"['Jadi', 'sekarang', 'yang', 'nama', 'nya', 'video', 'commerce', 'harus', 'menjadi', 'strategi', 'yang', 'sangat', 'penting', 'untuk', 'semua', 'bisnis', 'mau', 'dalam', 'bentuk', 'live', 'shopping', 'atau', 'video-video', 'yang', 'dibuat', 'oleh', 'kreator', 'kata', 'Veronica']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
1516,"['Meskipun', 'tetap', 'di', 'bawah', 'target', 'APBN', '2024', 'yang', 'sebesar', '5,2', '%']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
1649,"['Dengan', 'dukungan', 'AKR', 'Corporindo', 'dan', 'PELINDO', 'serta', 'pemerintah', 'Indonesia', 'kawasan', 'ini', 'berhasil', 'menciptakan', 'ekosistem', 'yang', 'ideal', 'bagi', 'investasi', 'global', 'ujar', 'nya', 'dalam', 'rilis', 'yang', 'diterima', 'Selasa', '5/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
825,"['Pemerintah', 'dengan', 'segala', 'cara', 'berupaya', 'untuk', 'mempertahankan', 'tingkat', 'konsumsi', 'publik', 'sembari', 'melakukan', 'kebijakan', 'kontrasilikal']","[11, 0, 0, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0]"
616,"['Laboratorium', 'hidup', 'merupakan', 'percontohan', 'berbasis', 'desa', 'untuk', 'mendidik', 'melatih', 'dan', 'membangun', 'kapasitas', 'dalam', 'praktik', 'pengelolaan', 'limbah', 'berkelanjutan']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,"['Prabowo', 'juga', 'menyoroti', 'penting', 'nya', 'perdagangan', 'internasional', 'yang', 'terorganisasi', 'dengan', 'baik']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
417,"['Menurut', 'laporan', 'Google', '88', '%', 'kreator', 'membuat', 'konten', 'video', 'dengan', 'bahasa', 'Indonesia']","[0, 0, 0, 21, 22, 0, 0, 0, 0, 0, 0, 0]"
1625,"['Konsumsi', 'rumah', 'tangga', 'itu', 'butuh', 'stimulan', 'sebetulnya', 'bukan', 'aneka', 'kenaikan', 'pungutan']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2772,"['Ia', 'memaparkan', 'bahwa', 'berdasarkan', 'inflasi', 'bulanan', 'beberapa', 'sektor', 'mengalami', 'peningkatan', 'harga', 'terutama', 'di', 'sektor', 'perawatan', 'pribadi', 'dan', 'jasa', 'lain', 'dengan', 'inflasi', 'mencapai', '0,94', '%']","[0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 22]"
89,"['Budi', 'Gunawan', 'Data', 'Intelijen', 'Pemain', 'Judi', 'Online', 'Capai', '8,8', 'Juta', 'pada', '2024']","[6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
2082,"['Mereka', 'melihat', 'kestabilan', 'politik', 'kestabilan', 'ekonomi', 'yang', 'terjaga', 'begitu', 'baik', 'kata', 'Rosan', 'di', 'Lancaster', 'House', 'London', 'Inggris', 'Kamis', '21/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
753,"['Amalia', 'mengungkapkan', 'pertumbuhan', 'ekonomi', 'Indonesia', 'masih', 'ditopang', 'oleh', 'konsumsi', 'rumah', 'tangga']","[0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 3]"
1630,"['Aksi', 'tersebut', 'dilakukan', 'APS', 'sejak', '2020', 'lalu']","[0, 0, 0, 0, 0, 0, 5]"
11,"['Data', 'dari', 'Bank', 'Dunia', 'menunjukkan', 'hal', 'menarik']","[0, 0, 0, 0, 0, 0, 0]"
284,"['APEC', 'CEO', 'Summit', 'merupakan', 'salah', 'satu', 'agenda', 'penting', 'dalam', 'rangkaian', 'KTT', 'Kerja', 'Sama', 'Ekonomi', 'Asia', 'Pasifik', 'APEC', '2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]"
1066,"['Kebijakan', 'ini', 'menuntut', 'bukan', 'hanya', 'perhitungan', 'teknis', 'tetapi', 'juga', 'keberanian', 'untuk', 'menakar', 'ulang', 'dampak', 'nya', 'bagi', 'rakyat', 'kecil', 'dan', 'pelaku', 'usaha', 'yang', 'menopang', 'fondasi', 'ekonomi', 'kita']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1191,"['Kemudian', 'ke', 'China', 'juga', 'akan', 'dikenakan', 'tarif', '25', '%', 'untuk', 'mesin', 'elektronik', 'dan', 'bahan', 'kimia']","[0, 0, 3, 0, 0, 0, 0, 21, 22, 0, 1, 19, 0, 1, 19]"
1440,"['Agus', 'Gumiwang', 'mengungkapkan', 'sedia', 'nya', 'capaian', 'industri', 'pengolahan', 'saat', 'ini', 'sudah', 'baik']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2622,"['Menteri', 'Badan', 'Usaha', 'Milik', 'Negara', 'BUMN', 'Erick', 'Thohir', 'mendorong', 'ada', 'nya', 'bullion', 'bank', 'atau', 'tempat', 'penyimpanan', 'di', 'Indonesia']","[11, 2, 2, 2, 2, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2621,"['Erick', 'Thohir', 'Dorong', 'Indonesia', 'Punya', 'Bullion', 'Bank']","[6, 0, 0, 0, 0, 0, 3]"
2534,"['Penghargaan', 'dari', 'Global', 'Finance', 'ini', 'diperoleh', 'Bank', 'Mandiri', 'berdasarkan', 'penilaian', 'pencapaian', 'dan', 'kinerja', 'perseroan', 'selama', 'satu', 'tahun', 'terakhir']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1568,"['Selain', 'fokus', 'pada', 'pasar', 'domestik', 'DOKU', 'juga', 'merencanakan', 'ekspansi', 'ke', 'negara-negara', 'Asia', 'Tenggara', 'seperti', 'Filipina', 'Thailand', 'dan', 'Vietnam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
2409,"['Airlangga', 'menyampaikan', 'Xi', 'merespons', 'baik', 'beberapa', 'proyek', 'kerja', 'sama', 'dengan', 'Indonesia', 'seperti', 'Kereta', 'Cepat', 'Jakarta-Bandung']","[6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 19, 3]"
1687,"['Dia', 'mengatakan', 'itu', 'dalam', 'diskusi', 'panel', 'bertajuk', 'Driving', '8%', 'Economic', 'Growth', 'Through', 'Sustainable', 'Initiatives', 'di', 'Conference', 'of', 'the', 'Parties', 'COP29', 'di', 'Azerbaijan', 'Selasa', '12/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
851,"['Prodi', 'Manajemen', 'mengadakan', 'kompetisi', 'Desain', 'Produk', 'sebagai', 'wadah', 'bagi', 'siswa', 'menunjukkan', 'keterampilan', 'desain', 'produk', 'inovatif']","[0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2207,"['Dharma', 'meyakini', 'dengan', 'cara', 'ini', 'warga', 'Jakarta', 'dapat', 'hidup', 'makmur', 'dan', 'berkecukupan']","[6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
895,"['Sementara', 'itu', 'Menteri', 'Komdigi', 'Meutya', 'Hafid', 'mengaku', 'bahwa', 'pihak', 'nya', 'masih', 'perlu', 'mengkaji', 'lebih', 'jauh', 'terkait', 'rekomendasi', 'tersebut']","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
496,"['Kita', 'semua', 'berharap', 'dengan', 'pertumbuhan', 'ekonomi', '8', '%', 'per', 'tahun', 'maka', 'target', 'Indonesia', 'untuk', 'menjadi', 'negara', 'maju', 'pada', '2045', 'dapat', 'tercapai', 'bahkan', 'bisa', 'lebih', 'cepat', 'dari', 'yang', 'ditargetkan', 'semula']","[0, 0, 0, 0, 12, 16, 21, 22, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2305,"['Menteri', 'Ketenagakerjaan', 'Menaker', 'Yassierli', 'mengakui', 'bahwa', 'pemerintah', 'tidak', 'punya', 'cukup', 'banyak', 'waktu', 'untuk', 'melakukan', 'kajian', 'sebelum', 'merumuskan', 'besaran', 'upah', 'minimum', 'provinsi', 'UMP', '2025']","[11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
1782,"['Adapun', 'konsumsi', 'rumah', 'tangga', 'pada', 'kuartal', 'III', '2024', 'sebesar', '4,91', '%', 'turun', 'dibanding', 'kuartal', 'sebelumnya', 'yang', 'sebesar', '4,93', '%', 'maupun', 'tahun', 'sebelumnya', 'yang', 'mencapai', '5,06', '%']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
335,"['Selain', 'itu', 'Jerome', 'juga', 'menekankan', 'penting', 'nya', 'inovasi', 'dan', 'keberlanjutan', 'dalam', 'pengelolaan', 'sumber', 'daya', 'alam']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
515,"['Bank', 'Dunia', 'dan', 'IMF', 'memperingatkan', 'bahwa', 'pendekatan', 'semacam', 'ini', 'jika', 'terus', 'berlanjut', 'dapat', 'memicu', 'perlambatan', 'ekonomi', 'global', 'peningkatan', 'inflasi', 'bahkan', 'de-globalisasi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0]"
1348,"['Perhelatan', 'syariah', 'terbesar', 'di', 'Indonesia', 'itu', 'juga', 'menarik', 'sekitar', '1,5', 'juta', 'pengunjung', 'secara', 'luring', 'maupun', 'daring']","[18, 9, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]"
1015,"['Setiap', 'daerah', 'punya', 'kesempatan', 'untuk', 'maju']","[0, 0, 0, 0, 0, 0]"
2629,"['Tapi', 'tadi', 'saya', 'bilang', 'tidak', 'cukup', 'di', 'situ', 'kembali', 'base', 'dari', 'ekonomi', 'masyarakat', 'harus', 'terus', 'digali']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1781,"['Terkontraksi', 'nya', 'pertumbuhan', 'ekonomi', 'pada', 'kuartal', 'III', '2024', 'diiringi', 'oleh', 'konsumsi', 'rumah', 'tangga', 'yang', 'turun', 'secara', 'kuartalan', 'maupun', 'tahunan', 'karena', 'faktor', 'musiman']","[0, 0, 12, 16, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1785,"['BRI', 'Kurangi', 'Kantor', 'Maksimalkan', 'Agen', 'BRILink', 'untuk', 'Inklusi', 'Keuangan', 'dan', 'Sharing', 'Economy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2070,"['SHUTTERSTOCK', 'THAPANA_STUDIO', 'Ilustrasi', 'pertumbuhan', 'ekonomi']","[0, 0, 0, 12, 16]"
356,"['Tidak', 'hanya', 'negara', 'tetapi', 'juga', 'berbagai', 'perusahaan-perusahaan', 'besar', 'kata', 'Vivi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
2668,"['Bahkan', 'pertumbuhan', 'ekonomi', 'ini', 'juga', 'tumbuh', 'melambat', 'dibandingkan', 'Kuartal', 'I', 'dan', 'II', 'yang', 'tumbuh', '5,11', '%', 'dan', '5,05', '%']","[0, 12, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 22]"
1312,"['Seperti', 'diketahui', 'kebijakan', 'ekonomi', 'Presiden', 'Kedelapan', 'Indonesia', 'itu', 'akan', 'berfokus', 'pada', 'hilirisasi', 'pembangunan', 'dan', 'energi']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
1635,"['Modus', 'nya', 'pelaku', 'tidak', 'mencatat', 'pembelian', 'barang', 'tertentu', 'ke', 'dalam', 'sistem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
550,"['Pasar', 'yang', 'dinamis', 'dan', 'penuh', 'potensi', 'ini', 'memiliki', 'demografi', 'muda', 'yang', 'semakin', 'peduli', 'pada', 'kesehatan', 'dan', 'kecantikan', 'selaras', 'dengan', 'keunggulan', 'Watsons', 'ungkap', 'Ngai', 'dalam', 'siaran', 'pers', 'Jumat', '8/11/2024']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]"
2265,"['Sebagai', 'agent', 'of', 'development', 'BRI', 'Group', 'berkomitmen', 'penuh', 'untuk', 'mendukung', 'pertumbuhan', 'UMKM', 'di', 'Indonesia']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 0, 3]"
1227,"['Adapun', 'motif', 'pelaku', 'melakukan', 'tindak', 'pidana', 'itu', 'karena', 'terhimpit', 'kondisi', 'ekonomi']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2504,"['Saat', 'ini', 'tutur', 'dia', 'perusahaan', 'memerlukan', 'alat', 'canggih', 'untuk', 'tetap', 'berada', 'selangkah', 'di', 'depan', 'para', 'pelaku', 'fraud', 'yang', 'menggunakan', 'taktik', 'canggih', 'seperti', 'pencurian', 'identitas', 'berbasis', 'AI', 'dan', 'phishing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
957,"['Diduga', 'pelaku', 'sehari-hari', 'bekerja', 'sebagai', 'pemulung', 'kata', 'Agung', 'lagi']","[0, 0, 0, 0, 0, 0, 0, 6, 0]"
1773,"['Ekonom', 'Core', 'Indonesia', 'Yusuf', 'Rendy', 'Manilet', 'mengatakan', 'target', 'pertumbuhan', 'ekonomi', 'sebesar', '8', '%', 'bisa', 'dicapai', 'secara', 'bertahap', 'dalam', '5', 'tahun', 'ke', 'depan']","[0, 0, 0, 6, 0, 0, 0, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22]"
2141,"['Atau', 'kah', 'ini', 'hanya', 'sekadar', 'retorika', 'dan', 'janji-janji', 'besar', 'yang', 'sulit', 'direalisasikan']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1008,"['Yang', 'penting', 'adalah', 'mau', 'belajar', 'dan', 'berkembang', 'ungkap', 'nya']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1092,"['Saya', 'awalnya', 'ragu', 'untuk', 'menjadi', 'Agen', 'BRILink', 'karena', 'belum', 'terbiasa', 'dengan', 'mesin', 'electronic', 'data', 'capture', 'EDC']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
2498,"['Ilustrasi', 'penipuan', 'kartu', 'fisik']","[0, 0, 0, 19]"
996,"['Sementara', 'komoditas', 'impor', 'utama', 'dari', 'Hongkong', 'adalah', 'emas', 'bagian', 'aparatus', 'transmisi', 'sisa', 'dan', 'skrap', 'besi', 'serta', 'kain', 'rajutan']","[0, 13, 23, 0, 0, 3, 0, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 19]"
1679,"['Menurut', 'Faruq', 'kemandirian', 'ekonomi', 'hanya', 'dapat', 'dicapai', 'jika', 'semua', 'sektor', 'bergerak', 'bersama']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]"
153,"['Banyak', 'dari', 'mereka', 'kemudian', 'menggadaikan', 'Surat', 'Keputusan', 'SK', 'pengangkatan', 'sebagai', 'ASN', 'tersebut', 'ke', 'bank', 'dengan', 'nilai', 'sekitar', 'Rp', '300', 'juta', 'dengan', 'pelunasan', '10', 'tahun']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2657,"['Kolaborasi', 'dan', 'adaptasi', 'di', 'tengah', 'perubahan', 'ekonomi', 'global', 'sangat', 'penting']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
