,sentence,pos_tag,iob_ner
2364,"""Kita bisa semakin dibanjiri produk murah dari China yang tak bisa masuk Amerika,"" kata Dradjad, Rabu.","[('""', 'SYM'), ('Kita', np.str_('PR')), ('bisa', np.str_('ADV')), ('semakin', np.str_('ADV')), ('dibanjiri', np.str_('VB')), ('produk', np.str_('NN')), ('murah', np.str_('JJ')), ('dari', np.str_('IN')), ('China', np.str_('NNP')), ('yang', np.str_('PR')), ('tak', np.str_('NEG')), ('bisa', np.str_('ADV')), ('masuk', np.str_('VB')), ('Amerika', np.str_('NNP')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Dradjad', np.str_('NNP')), (',', 'SYM'), ('Rabu', np.str_('NNP')), ('.', 'SYM')]","[('Kita', 'O'), ('bisa', 'O'), ('semakin', 'O'), ('dibanjiri', 'O'), ('produk', 'O'), ('murah', 'O'), ('dari', 'O'), ('China', 'B-GPE'), ('yang', 'O'), ('tak', 'O'), ('bisa', 'O'), ('masuk', 'O'), ('Amerika', 'B-GPE'), ('kata', 'O'), ('Dradjad', 'O'), ('Rabu', 'O')]"
2365,"Menurut Dradjad, ini bisa berdampak serius bagi industri di dalam negeri.","[('Menurut', np.str_('IN')), ('Dradjad', np.str_('NNP')), (',', 'SYM'), ('ini', np.str_('PR')), ('bisa', np.str_('ADV')), ('berdampak', np.str_('VB')), ('serius', np.str_('JJ')), ('bagi', np.str_('IN')), ('industri', np.str_('NN')), ('di', np.str_('IN')), ('dalam', np.str_('NN')), ('negeri', np.str_('NN')), ('.', 'SYM')]","[('Menurut', 'O'), ('Dradjad', 'O'), ('ini', 'O'), ('bisa', 'O'), ('berdampak', 'O'), ('serius', 'O'), ('bagi', 'O'), ('industri', 'O'), ('di', 'O'), ('dalam', 'O'), ('negeri', 'O')]"
2366,"Berikut ini ulasan dari masing-masing dimensi imbas kemenangan Trump di Pemilu AS terhadap ekonomi Indonesia, baik positif maupun negatifnya.","[('Berikut', np.str_('VB')), ('ini', np.str_('PR')), ('ulasan', np.str_('NN')), ('dari', np.str_('IN')), ('masing-masing', np.str_('NUM')), ('dimensi', np.str_('NN')), ('imbas', np.str_('NN')), ('kemenangan', np.str_('NN')), ('Trump', np.str_('NNP')), ('di', np.str_('IN')), ('Pemilu', np.str_('NNP')), ('AS', np.str_('NNP')), ('terhadap', np.str_('IN')), ('ekonomi', np.str_('NN')), ('Indonesia', np.str_('NNP')), (',', 'SYM'), ('baik', np.str_('JJ')), ('positif', np.str_('JJ')), ('maupun', np.str_('CC')), ('negatif', np.str_('JJ')), ('nya', np.str_('PR')), ('.', 'SYM')]","[('Berikut', 'O'), ('ini', 'O'), ('ulasan', 'O'), ('dari', 'O'), ('masing-masing', 'O'), ('dimensi', 'O'), ('imbas', 'O'), ('kemenangan', 'O'), ('Trump', 'B-PER'), ('di', 'O'), ('Pemilu', 'B-EVT'), ('AS', 'I-EVT'), ('terhadap', 'O'), ('ekonomi', 'O'), ('Indonesia', 'B-GPE'), ('baik', 'O'), ('positif', 'O'), ('maupun', 'O'), ('negatif', 'O'), ('nya', 'O')]"
2367,Federal Open Market Committee (FOMC atau The Fed) pada Kamis (7/11/2024) waktu setempat akan menggelar pertemuan rutin yang antara lain menentukan besaran suku bunga acuan (Fed funds rate atau Fed rate).,"[('Federal', np.str_('NNP')), ('Open', np.str_('NNP')), ('Market', np.str_('NNP')), ('Committee', np.str_('NNP')), ('(', 'SYM'), ('FOMC', np.str_('NNP')), ('atau', np.str_('CC')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), (')', 'SYM'), ('pada', np.str_('IN')), ('Kamis', np.str_('NNP')), ('(', 'SYM'), ('7/11/2024', np.str_('NUM')), (')', 'SYM'), ('waktu', np.str_('NN')), ('setempat', np.str_('NN')), ('akan', np.str_('ADV')), ('menggelar', np.str_('VB')), ('pertemuan', np.str_('NN')), ('rutin', np.str_('JJ')), ('yang', np.str_('PR')), ('antara', np.str_('IN')), ('lain', np.str_('JJ')), ('menentukan', np.str_('VB')), ('besaran', np.str_('NN')), ('suku', np.str_('NN')), ('bunga', np.str_('NN')), ('acuan', np.str_('NN')), ('(', 'SYM'), ('Fed', np.str_('NNP')), ('funds', np.str_('NN')), ('rate', np.str_('FW')), ('atau', np.str_('CC')), ('Fed', np.str_('NNP')), ('rate', np.str_('FW')), (')', 'SYM'), ('.', 'SYM')]","[('Federal', 'O'), ('Open', 'O'), ('Market', 'O'), ('Committee', 'O'), ('FOMC', 'O'), ('atau', 'O'), ('The', 'O'), ('Fed', 'O'), ('pada', 'O'), ('Kamis', 'B-DAT'), ('7/11/2024', 'O'), ('waktu', 'O'), ('setempat', 'O'), ('akan', 'O'), ('menggelar', 'O'), ('pertemuan', 'O'), ('rutin', 'O'), ('yang', 'O'), ('antara', 'O'), ('lain', 'O'), ('menentukan', 'O'), ('besaran', 'O'), ('suku', 'O'), ('bunga', 'O'), ('acuan', 'O'), ('Fed', 'O'), ('funds', 'O'), ('rate', 'O'), ('atau', 'O'), ('Fed', 'O'), ('rate', 'O')]"
2368,"Sebelumnya, para ekonom memprediksi The Fed akan menurunkan lagi suku bunga acuannya sebesar 50 basis poin (bps).","[('Sebelumnya', np.str_('ADV')), (',', 'SYM'), ('para', np.str_('DT')), ('ekonom', np.str_('NN')), ('memprediksi', np.str_('VB')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('akan', np.str_('ADV')), ('menurunkan', np.str_('VB')), ('lagi', np.str_('ADV')), ('suku', np.str_('NN')), ('bunga', np.str_('NN')), ('acuan', np.str_('NN')), ('nya', np.str_('PR')), ('sebesar', np.str_('NN')), ('50', np.str_('NUM')), ('basis', np.str_('NN')), ('poin', np.str_('NN')), ('(', 'SYM'), ('bps', np.str_('NN')), (')', 'SYM'), ('.', 'SYM')]","[('Sebelumnya', 'O'), ('para', 'O'), ('ekonom', 'O'), ('memprediksi', 'O'), ('The', 'O'), ('Fed', 'O'), ('akan', 'O'), ('menurunkan', 'O'), ('lagi', 'O'), ('suku', 'O'), ('bunga', 'O'), ('acuan', 'O'), ('nya', 'O'), ('sebesar', 'O'), ('50', 'B-CRD'), ('basis', 'O'), ('poin', 'O'), ('bps', 'O')]"
2369,"Namun, ini prediksi sebelum kemenangan Trump di Pemilu AS 2024.","[('Namun', np.str_('CC')), (',', 'SYM'), ('ini', np.str_('PR')), ('prediksi', np.str_('NN')), ('sebelum', np.str_('SC')), ('kemenangan', np.str_('NN')), ('Trump', np.str_('NNP')), ('di', np.str_('IN')), ('Pemilu', np.str_('NNP')), ('AS', np.str_('NNP')), ('2024', np.str_('NUM')), ('.', 'SYM')]","[('Namun', 'O'), ('ini', 'O'), ('prediksi', 'O'), ('sebelum', 'O'), ('kemenangan', 'O'), ('Trump', 'B-PER'), ('di', 'O'), ('Pemilu', 'B-EVT'), ('AS', 'I-EVT'), ('2024', 'I-EVT')]"
2370,"Fithra mengatakan, setelah Trump menang, diperkirakan The Fed akan punya pertimbangan lain soal kebijakan moneternya ini.","[('Fithra', np.str_('NNP')), ('mengatakan', np.str_('VB')), (',', 'SYM'), ('setelah', np.str_('SC')), ('Trump', np.str_('NNP')), ('menang', np.str_('VB')), (',', 'SYM'), ('diperkirakan', np.str_('VB')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('akan', np.str_('ADV')), ('punya', np.str_('VB')), ('pertimbangan', np.str_('NN')), ('lain', np.str_('JJ')), ('soal', np.str_('NN')), ('kebijakan', np.str_('NN')), ('moneter', np.str_('NN')), ('nya', np.str_('PR')), ('ini', np.str_('DT')), ('.', 'SYM')]","[('Fithra', 'O'), ('mengatakan', 'O'), ('setelah', 'O'), ('Trump', 'O'), ('menang', 'O'), ('diperkirakan', 'O'), ('The', 'O'), ('Fed', 'O'), ('akan', 'O'), ('punya', 'O'), ('pertimbangan', 'O'), ('lain', 'O'), ('soal', 'O'), ('kebijakan', 'O'), ('moneter', 'O'), ('nya', 'O'), ('ini', 'O')]"
2371,"""Sekarang kemungkinan turun 25 bps, bahkan mungkin di-hold dulu (penurunan Fed rate),"" sebut Fithra.","[('""', 'SYM'), ('Sekarang', np.str_('NN')), ('kemungkinan', np.str_('NN')), ('turun', np.str_('VB')), ('25', np.str_('NUM')), ('bps', np.str_('NN')), (',', 'SYM'), ('bahkan', np.str_('IN')), ('mungkin', np.str_('ADV')), ('di-hold', np.str_('VB')), ('dulu', np.str_('NN')), ('(', 'SYM'), ('penurunan', np.str_('NN')), ('Fed', np.str_('NNP')), ('rate', np.str_('FW')), (')', 'SYM'), (',', 'SYM'), ('""', 'SYM'), ('sebut', np.str_('VB')), ('Fithra', np.str_('NNP')), ('.', 'SYM')]","[('Sekarang', 'O'), ('kemungkinan', 'O'), ('turun', 'O'), ('25', 'B-CRD'), ('bps', 'O'), ('bahkan', 'O'), ('mungkin', 'O'), ('di-hold', 'O'), ('dulu', 'O'), ('penurunan', 'B-ECONOMIC_INDICATOR'), ('Fed', 'I-ECONOMIC_INDICATOR'), ('rate', 'I-PRD'), ('sebut', 'O'), ('Fithra', 'O')]"
2372,Proyeksi perubahan pemikiran The Fed ini karena persepsi pasar ke Trump selalu adalah mengasosiasikannya dengan kebijakan yang akan memicu inflasi.,"[('Proyeksi', np.str_('NN')), ('perubahan', np.str_('NN')), ('pemikiran', np.str_('NN')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('ini', np.str_('DT')), ('karena', np.str_('SC')), ('persepsi', np.str_('NN')), ('pasar', np.str_('NN')), ('ke', np.str_('IN')), ('Trump', np.str_('NNP')), ('selalu', np.str_('ADV')), ('adalah', np.str_('ADV')), ('mengasosiasikan', np.str_('VB')), ('nya', np.str_('PR')), ('dengan', np.str_('IN')), ('kebijakan', np.str_('NN')), ('yang', np.str_('PR')), ('akan', np.str_('ADV')), ('memicu', np.str_('VB')), ('inflasi', np.str_('NN')), ('.', 'SYM')]","[('Proyeksi', 'O'), ('perubahan', 'O'), ('pemikiran', 'O'), ('The', 'O'), ('Fed', 'O'), ('ini', 'O'), ('karena', 'O'), ('persepsi', 'O'), ('pasar', 'O'), ('ke', 'O'), ('Trump', 'B-PER'), ('selalu', 'O'), ('adalah', 'O'), ('mengasosiasikan', 'O'), ('nya', 'O'), ('dengan', 'O'), ('kebijakan', 'O'), ('yang', 'O'), ('akan', 'O'), ('memicu', 'O'), ('inflasi', 'B-ECONOMIC_INDICATOR')]"
2373,Wajar bila kemudian The Fed punya kekhawatiran bahwa kemenangan Trump ini akan memicu ekspektasi inflasi.,"[('Wajar', np.str_('JJ')), ('bila', np.str_('SC')), ('kemudian', np.str_('ADV')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('punya', np.str_('VB')), ('kekhawatiran', np.str_('NN')), ('bahwa', np.str_('SC')), ('kemenangan', np.str_('NN')), ('Trump', np.str_('NNP')), ('ini', np.str_('DT')), ('akan', np.str_('ADV')), ('memicu', np.str_('VB')), ('ekspektasi', np.str_('NN')), ('inflasi', np.str_('NN')), ('.', 'SYM')]","[('Wajar', 'O'), ('bila', 'O'), ('kemudian', 'O'), ('The', 'O'), ('Fed', 'O'), ('punya', 'O'), ('kekhawatiran', 'O'), ('bahwa', 'O'), ('kemenangan', 'O'), ('Trump', 'B-PER'), ('ini', 'O'), ('akan', 'O'), ('memicu', 'O'), ('ekspektasi', 'O'), ('inflasi', 'B-ECONOMIC_INDICATOR')]"
2374,"""(Jadi) kalau The Fed (sekarang) memangkas suku bunga acuan terlalu cepat, (dikhawatirkan) inflasi akan naik,"" kata Fithra yang juga adalah pengajar di Fakultas Ekonomi dan Bisnis Universitas Indonesia (FEB UI) ini.","[('""', 'SYM'), ('(', 'SYM'), ('Jadi', np.str_('JJ')), (')', 'SYM'), ('kalau', np.str_('SC')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('(', 'SYM'), ('sekarang', np.str_('ADV')), (')', 'SYM'), ('memangkas', np.str_('VB')), ('suku', np.str_('NN')), ('bunga', np.str_('NN')), ('acuan', np.str_('NN')), ('terlalu', np.str_('ADV')), ('cepat', np.str_('JJ')), (',', 'SYM'), ('(', 'SYM'), ('dikhawatirkan', np.str_('VB')), (')', 'SYM'), ('inflasi', np.str_('NN')), ('akan', np.str_('ADV')), ('naik', np.str_('VB')), (',', 'SYM'), ('""', 'SYM'), ('kata', np.str_('NN')), ('Fithra', np.str_('NNP')), ('yang', np.str_('PR')), ('juga', np.str_('ADV')), ('adalah', np.str_('ADV')), ('pengajar', np.str_('NN')), ('di', np.str_('IN')), ('Fakultas', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('dan', np.str_('NNP')), ('Bisnis', np.str_('NNP')), ('Universitas', np.str_('NNP')), ('Indonesia', np.str_('NNP')), ('(', 'SYM'), ('FEB', np.str_('NNP')), ('UI', np.str_('NNP')), (')', 'SYM'), ('ini', np.str_('DT')), ('.', 'SYM')]","[('Jadi', 'O'), ('kalau', 'O'), ('The', 'O'), ('Fed', 'O'), ('sekarang', 'O'), ('memangkas', 'O'), ('suku', 'O'), ('bunga', 'O'), ('acuan', 'O'), ('terlalu', 'O'), ('cepat', 'O'), ('dikhawatirkan', 'O'), ('inflasi', 'B-ECONOMIC_INDICATOR'), ('akan', 'O'), ('naik', 'O'), ('kata', 'O'), ('Fithra', 'O'), ('yang', 'O'), ('juga', 'O'), ('adalah', 'O'), ('pengajar', 'O'), ('di', 'O'), ('Fakultas', 'O'), ('Ekonomi', 'O'), ('dan', 'O'), ('Bisnis', 'O'), ('Universitas', 'O'), ('Indonesia', 'O'), ('FEB', 'O'), ('UI', 'O'), ('ini', 'O')]"
2375,"Dengan kebijakan Trump yang cenderung ekspansif, lanjut Fithra, yang bisa dilakukan The Fed adalah memilih mempertahankan besaran suku bunga acuan saat ini atau kalaupun Fed rate tetap dipangkas maka pada 2025 tidak akan ada kebijakan moneter yang agresif dari bank sentral Amerika tersebut.","[('Dengan', np.str_('IN')), ('kebijakan', np.str_('NN')), ('Trump', np.str_('NNP')), ('yang', np.str_('PR')), ('cenderung', np.str_('JJ')), ('ekspansif', np.str_('JJ')), (',', 'SYM'), ('lanjut', np.str_('JJ')), ('Fithra', np.str_('NNP')), (',', 'SYM'), ('yang', np.str_('PR')), ('bisa', np.str_('ADV')), ('dilakukan', np.str_('VB')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('adalah', np.str_('ADV')), ('memilih', np.str_('VB')), ('mempertahankan', np.str_('VB')), ('besaran', np.str_('NN')), ('suku', np.str_('NN')), ('bunga', np.str_('NN')), ('acuan', np.str_('NN')), ('saat', np.str_('SC')), ('ini', np.str_('PR')), ('atau', np.str_('CC')), ('kalaupun', np.str_('NN')), ('Fed', np.str_('NNP')), ('rate', np.str_('FW')), ('tetap', np.str_('ADV')), ('dipangkas', np.str_('VB')), ('maka', np.str_('SC')), ('pada', np.str_('IN')), ('2025', np.str_('NUM')), ('tidak', np.str_('NEG')), ('akan', np.str_('ADV')), ('ada', np.str_('VB')), ('kebijakan', np.str_('NN')), ('moneter', np.str_('NN')), ('yang', np.str_('PR')), ('agresif', np.str_('JJ')), ('dari', np.str_('IN')), ('bank', np.str_('NN')), ('sentral', np.str_('NN')), ('Amerika', np.str_('NNP')), ('tersebut', np.str_('DT')), ('.', 'SYM')]","[('Dengan', 'O'), ('kebijakan', 'O'), ('Trump', 'B-PER'), ('yang', 'O'), ('cenderung', 'O'), ('ekspansif', 'O'), ('lanjut', 'O'), ('Fithra', 'O'), ('yang', 'O'), ('bisa', 'O'), ('dilakukan', 'O'), ('The', 'O'), ('Fed', 'O'), ('adalah', 'O'), ('memilih', 'O'), ('mempertahankan', 'O'), ('besaran', 'O'), ('suku', 'O'), ('bunga', 'O'), ('acuan', 'O'), ('saat', 'O'), ('ini', 'O'), ('atau', 'O'), ('kalaupun', 'O'), ('Fed', 'O'), ('rate', 'O'), ('tetap', 'O'), ('dipangkas', 'O'), ('maka', 'O'), ('pada', 'O'), ('2025', 'O'), ('tidak', 'O'), ('akan', 'O'), ('ada', 'O'), ('kebijakan', 'O'), ('moneter', 'O'), ('yang', 'O'), ('agresif', 'O'), ('dari', 'O'), ('bank', 'O'), ('sentral', 'O'), ('Amerika', 'O'), ('tersebut', 'O')]"
2376,"""(Gambarannya) kalau bukan Trump yang menang The Fed bisa turunkan (Fed rate) empat sampai lima kali (pada 2025), sekarang (dengan Trump menang) ya (frekuensinya) turun,"" tutur Fithra.","[('""', 'SYM'), ('(', 'SYM'), ('Gambaran', np.str_('NNP')), ('nya', np.str_('PR')), (')', 'SYM'), ('kalau', np.str_('SC')), ('bukan', np.str_('NEG')), ('Trump', np.str_('NNP')), ('yang', np.str_('PR')), ('menang', np.str_('VB')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('bisa', np.str_('ADV')), ('turunkan', np.str_('VB')), ('(', 'SYM'), ('Fed', np.str_('NNP')), ('rate', np.str_('FW')), (')', 'SYM'), ('empat', np.str_('NUM')), ('sampai', np.str_('IN')), ('lima', np.str_('NUM')), ('kali', np.str_('NN')), ('(', 'SYM'), ('pada', np.str_('IN')), ('2025', np.str_('NUM')), (')', 'SYM'), (',', 'SYM'), ('sekarang', np.str_('ADV')), ('(', 'SYM'), ('dengan', np.str_('IN')), ('Trump', np.str_('NNP')), ('menang', np.str_('VB')), (')', 'SYM'), ('ya', np.str_('UH')), ('(', 'SYM'), ('frekuensi', np.str_('NN')), ('nya', np.str_('PR')), (')', 'SYM'), ('turun', np.str_('VB')), (',', 'SYM'), ('""', 'SYM'), ('tutur', np.str_('NN')), ('Fithra', np.str_('NNP')), ('.', 'SYM')]","[('Gambaran', 'O'), ('nya', 'O'), ('kalau', 'O'), ('bukan', 'O'), ('Trump', 'B-PER'), ('yang', 'O'), ('menang', 'O'), ('The', 'O'), ('Fed', 'B-PRD'), ('bisa', 'O'), ('turunkan', 'O'), ('Fed', 'O'), ('rate', 'O'), ('empat', 'B-CRD'), ('sampai', 'O'), ('lima', 'B-CRD'), ('kali', 'O'), ('pada', 'O'), ('2025', 'B-DAT'), ('sekarang', 'O'), ('dengan', 'O'), ('Trump', 'B-PER'), ('menang', 'O'), ('ya', 'O'), ('frekuensi', 'O'), ('nya', 'O'), ('turun', 'O'), ('tutur', 'O'), ('Fithra', 'O')]"
2377,"Hingga Rabu, suku bunga acuan The Fed adalah rentang 4,75-5 %, setelah turun sebesar 50 bps pada September 2024 untuk kali pertama sejak pandemi Covid-19.","[('Hingga', np.str_('IN')), ('Rabu', np.str_('NNP')), (',', 'SYM'), ('suku', np.str_('NN')), ('bunga', np.str_('NN')), ('acuan', np.str_('NN')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('adalah', np.str_('ADV')), ('rentang', np.str_('NN')), ('4', np.str_('NUM')), (',', 'SYM'), ('75-5', np.str_('NUM')), ('%', np.str_('NUM')), (',', 'SYM'), ('setelah', np.str_('SC')), ('turun', np.str_('VB')), ('sebesar', np.str_('NN')), ('50', np.str_('NUM')), ('bps', np.str_('NN')), ('pada', np.str_('IN')), ('September', np.str_('NNP')), ('2024', np.str_('NUM')), ('untuk', np.str_('SC')), ('kali', np.str_('NN')), ('pertama', np.str_('JJ')), ('sejak', np.str_('IN')), ('pandemi', np.str_('VB')), ('Covid-19', np.str_('NNP')), ('.', 'SYM')]","[('Hingga', 'O'), ('Rabu', 'B-DAT'), ('suku', 'O'), ('bunga', 'O'), ('acuan', 'O'), ('The', 'O'), ('Fed', 'O'), ('adalah', 'O'), ('rentang', 'O'), ('4', 'B-PRC'), ('75-5', 'O'), ('%', 'O'), ('setelah', 'O'), ('turun', 'O'), ('sebesar', 'O'), ('50', 'O'), ('bps', 'O'), ('pada', 'O'), ('September', 'O'), ('2024', 'O'), ('untuk', 'O'), ('kali', 'O'), ('pertama', 'O'), ('sejak', 'O'), ('pandemi', 'O'), ('Covid-19', 'O')]"
2378,"Pemangkasan dilakukan karena The Fed berkeyakinan angka inflasi di AS akan berlanjut membaik, beserta penyerapan tenaga kerja yang juga naik.","[('Pemangkasan', np.str_('NN')), ('dilakukan', np.str_('VB')), ('karena', np.str_('SC')), ('The', np.str_('NNP')), ('Fed', np.str_('NNP')), ('berkeyakinan', np.str_('VB')), ('angka', np.str_('NN')), ('inflasi', np.str_('NN')), ('di', np.str_('IN')), ('AS', np.str_('NNP')), ('akan', np.str_('ADV')), ('berlanjut', np.str_('VB')), ('membaik', np.str_('VB')), (',', 'SYM'), ('beserta', np.str_('CC')), ('penyerapan', np.str_('NN')), ('tenaga', np.str_('NN')), ('kerja', np.str_('NN')), ('yang', np.str_('PR')), ('juga', np.str_('ADV')), ('naik', np.str_('VB')), ('.', 'SYM')]","[('Pemangkasan', 'O'), ('dilakukan', 'O'), ('karena', 'O'), ('The', 'O'), ('Fed', 'O'), ('berkeyakinan', 'O'), ('angka', 'O'), ('inflasi', 'B-ECONOMIC_INDICATOR'), ('di', 'O'), ('AS', 'B-GPE'), ('akan', 'O'), ('berlanjut', 'O'), ('membaik', 'O'), ('beserta', 'O'), ('penyerapan', 'O'), ('tenaga', 'O'), ('kerja', 'O'), ('yang', 'O'), ('juga', 'O'), ('naik', 'O')]"
2379,"Sekali lagi, ini keyakinan sebelum Trump menang.","[('Sekali', np.str_('ADV')), ('lagi', np.str_('ADV')), (',', 'SYM'), ('ini', np.str_('PR')), ('keyakinan', np.str_('NN')), ('sebelum', np.str_('SC')), ('Trump', np.str_('NNP')), ('menang', np.str_('VB')), ('.', 'SYM')]","[('Sekali', 'O'), ('lagi', 'O'), ('ini', 'O'), ('keyakinan', 'O'), ('sebelum', 'O'), ('Trump', 'B-PER'), ('menang', 'O')]"
2380,"Slogan Trump ""Make America great again"", menurut Fithra memang dimungkinkan membuat ekonomi AS menguat.","[('Slogan', np.str_('NN')), ('Trump', np.str_('NNP')), ('""', 'SYM'), ('Make', np.str_('NNP')), ('America', np.str_('NNP')), ('great', np.str_('NN')), ('again', np.str_('NN')), ('""', 'SYM'), (',', 'SYM'), ('menurut', np.str_('IN')), ('Fithra', np.str_('NNP')), ('memang', np.str_('ADV')), ('dimungkinkan', np.str_('VB')), ('membuat', np.str_('VB')), ('ekonomi', np.str_('NN')), ('AS', np.str_('NNP')), ('menguat', np.str_('VB')), ('.', 'SYM')]","[('Slogan', 'O'), ('Trump', 'B-PER'), ('Make', 'O'), ('America', 'O'), ('great', 'O'), ('again', 'O'), ('menurut', 'O'), ('Fithra', 'O'), ('memang', 'O'), ('dimungkinkan', 'O'), ('membuat', 'O'), ('ekonomi', 'O'), ('AS', 'O'), ('menguat', 'O')]"
2381,"Namun, inflasi juga bisa tinggi lagi.","[('Namun', np.str_('CC')), (',', 'SYM'), ('inflasi', np.str_('NN')), ('juga', np.str_('ADV')), ('bisa', np.str_('ADV')), ('tinggi', np.str_('JJ')), ('lagi', np.str_('ADV')), ('.', 'SYM')]","[('Namun', 'O'), ('inflasi', 'B-ECONOMIC_INDICATOR'), ('juga', 'O'), ('bisa', 'O'), ('tinggi', 'O'), ('lagi', 'O')]"
2382,"Prabowo Targetkan Pertumbuhan Ekonomi 8 Persen, Ekonom: Harus Bisa Bangkitkan Daya Beli di 100 Hari Pertama","[('Prabowo', np.str_('NNP')), ('Targetkan', np.str_('NNP')), ('Pertumbuhan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('8', np.str_('NUM')), ('Persen', np.str_('NNP')), (',', 'SYM'), ('Ekonom', np.str_('NNP')), (':', 'SYM'), ('Harus', np.str_('ADV')), ('Bisa', np.str_('ADV')), ('Bangkitkan', np.str_('VB')), ('Daya', np.str_('NNP')), ('Beli', np.str_('NNP')), ('di', np.str_('IN')), ('100', np.str_('NUM')), ('Hari', np.str_('NNP')), ('Pertama', np.str_('NNP'))]","[('Prabowo', 'B-PER'), ('Targetkan', 'O'), ('Pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('Ekonomi', 'I-ECONOMIC_INDICATOR'), ('8', 'B-PRC'), ('Persen', 'I-PRC'), ('Ekonom', 'O'), ('Harus', 'O'), ('Bisa', 'O'), ('Bangkitkan', 'O'), ('Daya', 'O'), ('Beli', 'O'), ('di', 'O'), ('100', 'O'), ('Hari', 'O'), ('Pertama', 'O')]"
2383,Presiden Prabowo Subianto menargetkan pertumbuhan ekonomi nasional mencapai 8 % selama 5 tahun pemerintahannya.,"[('Presiden', np.str_('NN')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('menargetkan', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('nasional', np.str_('JJ')), ('mencapai', np.str_('VB')), ('8', np.str_('NUM')), ('%', np.str_('NUM')), ('selama', np.str_('IN')), ('5', np.str_('NUM')), ('tahun', np.str_('NN')), ('pemerintahan', np.str_('NN')), ('nya', np.str_('PR')), ('.', 'SYM')]","[('Presiden', 'O'), ('Prabowo', 'B-PER'), ('Subianto', 'I-PER'), ('menargetkan', 'O'), ('pertumbuhan', 'B-ECONOMIC_INDICATOR'), ('ekonomi', 'I-ECONOMIC_INDICATOR'), ('nasional', 'O'), ('mencapai', 'O'), ('8', 'B-PRC'), ('%', 'I-PRC'), ('selama', 'O'), ('5', 'O'), ('tahun', 'O'), ('pemerintahan', 'O'), ('nya', 'O')]"
2384,"Wakil Direktur Institute for Development of Economics and Finance (Indef) Eko Listiyanto mengatakan, target itu bisa dicapai asalkan dalam 100 hari pertama pemerintahan, Prabowo bisa membangkitkan daya beli masyarakat.","[('Wakil', np.str_('NNP')), ('Direktur', np.str_('NNP')), ('Institute', np.str_('NNP')), ('for', np.str_('NNP')), ('Development', np.str_('NNP')), ('of', np.str_('NNP')), ('Economics', np.str_('NNP')), ('and', np.str_('NNP')), ('Finance', np.str_('NNP')), ('(', 'SYM'), ('Indef', np.str_('NNP')), (')', 'SYM'), ('Eko', np.str_('NNP')), ('Listiyanto', np.str_('NNP')), ('mengatakan', np.str_('VB')), (',', 'SYM'), ('target', np.str_('NN')), ('itu', np.str_('DT')), ('bisa', np.str_('ADV')), ('dicapai', np.str_('VB')), ('asalkan', np.str_('SC')), ('dalam', np.str_('IN')), ('100', np.str_('NUM')), ('hari', np.str_('NN')), ('pertama', np.str_('JJ')), ('pemerintahan', np.str_('NN')), (',', 'SYM'), ('Prabowo', np.str_('NNP')), ('bisa', np.str_('ADV')), ('membangkitkan', np.str_('VB')), ('daya', np.str_('NN')), ('beli', np.str_('VB')), ('masyarakat', np.str_('NN')), ('.', 'SYM')]","[('Wakil', 'B-NOR'), ('Direktur', 'I-NOR'), ('Institute', 'I-NOR'), ('for', 'O'), ('Development', 'O'), ('of', 'O'), ('Economics', 'O'), ('and', 'O'), ('Finance', 'O'), ('Indef', 'O'), ('Eko', 'O'), ('Listiyanto', 'O'), ('mengatakan', 'O'), ('target', 'O'), ('itu', 'O'), ('bisa', 'O'), ('dicapai', 'O'), ('asalkan', 'O'), ('dalam', 'O'), ('100', 'O'), ('hari', 'O'), ('pertama', 'O'), ('pemerintahan', 'O'), ('Prabowo', 'O'), ('bisa', 'O'), ('membangkitkan', 'O'), ('daya', 'O'), ('beli', 'O'), ('masyarakat', 'O')]"
